date,equal_topk,vol_scaled,kelly,kelly_spy,topk_spy,spy_hold,cash
2022-09-20,439.21369604679927,102.97594865395428,309.9026970788537,496.68632126052375,651.9488460661364,457.3466447869693,121.77324001722354
2022-09-21,430.1873703555769,102.97594865395428,305.36092543192177,489.40714662737776,638.5505784994016,449.3688207440605,121.78850880735413
2022-09-22,423.5729793398721,102.97594865395428,302.05032688218785,484.10119404827003,628.7324771311341,445.5941816268763,121.80368583987209
2022-09-23,412.85326632928616,102.97594865395428,297.55963649089654,476.90388821197143,612.8206224000215,438.1283600639975,121.81853672795606
2022-09-26,399.1297087104829,102.97594865395428,292.8810977574803,469.40551464414096,592.4499972714563,433.7940725719897,121.83423260251647
2022-09-27,404.7852053542911,102.97594865395428,291.7215329700232,467.5470604455349,600.8447594203781,432.68676365164174,121.84974322944674
2022-09-28,415.87059719704365,102.97594865395428,298.1965450034591,477.9246723131302,617.2994111881212,441.20041312197725,121.8653963081673
2022-09-29,409.0563389656796,102.97594865395428,292.69280697828304,469.1037378111922,607.1846360098417,431.9841775924373,121.88091090252615
2022-09-30,402.5318539022471,102.97594865395428,289.5515388838721,464.0691740316161,597.4999869504753,425.304246049051,121.89624005800479
2022-10-03,420.73984912293895,102.97594865395428,297.8870070792146,477.42857061949235,624.5271074163246,436.53268072201473,121.91213323740334
2022-10-04,441.7439678679582,102.97594865395428,307.40642617985685,492.6855054516288,655.704666544609,450.0594571517662,121.92793483929538
2022-10-05,443.567977252136,102.97594865395428,305.3800833780071,489.4378513932729,658.4121431646045,449.0115910665093,121.9437853224855
2022-10-06,440.77027189809303,102.97594865395428,301.1173034254351,482.6058214918121,654.2593565060414,444.3796312654423,121.95959102695235
2022-10-07,425.57056402877436,102.97594865395428,294.3720481078641,471.79508611833165,631.6976010436414,431.9841775924373,121.97535193021638
2022-10-10,417.76498765762534,102.97594865395428,293.33935326076414,470.1399685300517,620.1113582787768,428.6858447119881,121.99111487027038
2022-10-11,411.64839082164406,102.97594865395428,292.795367835123,469.26811384008624,611.0321599637842,425.9709831537593,122.00790976840308
2022-10-12,415.19131211806484,102.97594865395428,290.30918179236636,465.2834612017397,616.2911112936138,424.56588739095105,122.02484727290661
2022-10-13,430.96894680971974,102.97594865395428,298.38897732103226,478.23308686004424,639.7107150615743,435.7707281833199,122.04216110059575
2022-10-14,418.7903512872723,102.97594865395428,292.7887533328567,469.25751266485105,621.6333614429844,425.8400714764777,122.0595241178003
2022-10-17,429.1155703621402,102.97594865395428,298.8962113673492,479.0460394895567,636.9596473075376,436.7829362030823,122.07768349105272
2022-10-18,428.9323685453353,102.97594865395428,303.1214920688663,485.8179687038268,636.687710858064,441.91491065488,122.09617213241717
2022-10-19,431.2009170517269,102.97594865395428,299.7821696856401,480.465979948449,640.0550411446619,438.7832238728076,122.11475685245539
2022-10-20,432.5410465379879,102.97594865395428,296.21979994622023,474.75650940327284,642.0442684388262,435.103914723011,122.13334440134409
2022-10-21,447.0868350038496,102.97594865395428,302.6915242282323,485.1288519357642,663.6353756624732,445.6775619427652,122.15188812826442
2022-10-24,448.7292042755503,102.97594865395428,305.9725798940206,490.3874556325144,666.0732339559123,451.13106982881936,122.17090105289127
2022-10-25,456.50892351299854,102.97594865395428,311.26091193093896,498.8631552949562,677.621095566841,458.33502985933484,122.18977704736955
2022-10-26,455.386271963095,102.97594865395428,311.7718671186169,499.6820718609917,675.954682636002,454.881924176407,122.20851600694267
2022-10-27,456.757525470052,102.97594865395428,312.5014595076442,500.8514019866769,677.9901090117529,452.45274709793836,122.22730450238346
2022-10-28,466.62908566971936,102.97594865395428,319.4835545954645,512.041724486446,692.643004262906,463.2169397190667,122.2462825186632
2022-10-31,463.0572513316732,102.97594865395428,317.8866237046193,509.48229619828487,687.3411357283225,459.8710372994246,122.26558996679589
2022-11-01,467.74927779150283,102.97594865395428,318.5493440891199,510.5444494254253,694.3057665304361,457.85868544479956,122.28490046432641
2022-11-02,453.344296164389,102.97594865395428,311.62488542942947,499.44650180889664,672.9236665778881,446.3682747060715,122.30412072312538
2022-11-03,448.3640189875887,102.97594865395428,309.62761458028933,496.24544186340125,665.5311695138654,441.77201114829944,122.3234373061627
2022-11-04,470.5121062539046,102.97594865395428,314.33200825084856,503.7852535785494,698.4067835163673,448.13044743522966,122.34257028615123
2022-11-07,477.4612970860627,102.97594865395428,316.4592014996194,507.19454236274277,708.7218465139385,452.4171272102441,122.36217283252559
2022-11-08,479.2801481619244,102.97594865395428,318.25363922947145,510.07051821959243,711.4216663755392,454.8581012290102,122.38168522577476
2022-11-09,464.8000727000696,102.97594865395428,312.99727276939535,501.6460503306014,689.9281005480725,445.4870547191913,122.4012473872118
2022-11-10,506.14506835438465,102.97594865395428,329.56522605213854,528.1997907284399,751.2987327711808,469.96849281584474,122.42071934287448
2022-11-11,530.5147258434024,102.97594865395428,332.28123390024206,532.5527826814135,787.4719446313572,474.51703412322246,122.44019439619397
2022-11-14,528.6726947718018,102.97594865395428,328.5499184208457,526.5725399265334,784.7377174377225,470.4803807624737,122.45999923791385
2022-11-15,531.5138952441154,102.97594865395428,331.28674435048686,530.9588973727156,788.955066272787,474.493249353626,122.47971395024315
2022-11-16,515.0943329549077,102.97594865395428,329.04621829274316,527.3679681688121,764.5826143576735,470.8733830389204,122.4994318364242
2022-11-17,514.311771574874,102.97594865395428,327.76552955234405,525.3153865515997,763.421015816278,469.43259103281736,122.5191062088206
2022-11-18,516.52995890947,102.97594865395428,330.82224459257327,530.2144357137523,766.7135922686167,471.56398126882584,122.53887712790171
2022-11-21,511.23346011544135,102.97594865395428,331.5736884703984,531.4187875920302,758.8517102097528,469.84930172326006,122.5590246664371
2022-11-22,519.929279478278,102.97594865395428,335.46652468136244,537.6579023694064,771.7593892057121,476.1720417668953,122.57908217175161
2022-11-23,525.2063249173284,102.97594865395428,336.8606463857388,539.8922849264582,779.5923955886933,479.17270233828526,122.59914295959484
2022-11-25,525.3373312311949,102.97594865395428,338.01051959711367,541.7352062713096,779.7868554061388,479.06553725279997,122.61925372092746
2022-11-28,512.6551879753298,102.97594865395428,332.9739035701257,533.6629361374045,760.9620584206964,471.42111994004557,122.63974120523604
2022-11-29,515.0486747190646,102.97594865395428,334.0387450291137,535.3695756470821,764.5148413477713,470.61144515095646,122.6600920886607
2022-11-30,534.3850802620311,102.97594865395428,341.3644960443791,547.1106813442576,793.2169228044037,485.4359231912289,122.6804463491184
2022-12-01,530.3133496037359,102.97594865395428,341.297684936224,547.003602045361,787.1730308947015,485.07876986927823,122.70057044719238
2022-12-02,527.7531737838535,102.97594865395428,341.387710849033,547.1478881063507,783.3728222798026,484.51912149445474,122.72069784635741
2022-12-05,517.3829725683512,102.97594865395428,335.7224431183148,538.068067199177,767.9797669703429,475.8030533268469,122.74106216375667
2022-12-06,509.7585016153686,102.97594865395428,332.7834339803232,533.3576672876574,756.6623488561044,468.94429696678327,122.76142986041816
2022-12-07,510.6266936842153,102.97594865395428,332.5406812678569,532.9686033883515,757.9510536996529,468.14664818479355,122.78147373383602
2022-12-08,520.2273004154637,102.97594865395428,334.3973569901446,535.9443291337845,772.2017579384052,471.8140458608917,122.80138056009768
2022-12-09,519.5131512737385,102.97594865395428,332.030902372406,532.1515720858667,771.141707413894,468.2894331579732,122.82138418008185
2022-12-12,529.783141697647,102.97594865395428,336.714566052787,539.6581594933249,786.3860143793671,475.0409862547511,122.8418586974505
2022-12-13,535.6719631680754,102.97594865395428,337.72959940975625,541.2849707111113,795.1271132952039,478.6368769108585,122.86219635981236
2022-12-14,530.4244060576824,102.97594865395428,335.7855041581813,538.169136199871,787.3378780468972,475.57677350437746,122.88239705769466
2022-12-15,523.5988758109145,102.97594865395428,329.4012789434501,527.9370299100802,777.2063712013187,463.943348725668,122.90255428310057
2022-12-16,511.63164050456135,102.97594865395428,326.1076685358757,522.6583045152277,759.442751080175,458.4659415366164,122.92262119860965
2022-12-19,504.75852519899166,102.97594865395428,323.9846825128282,519.2557587232264,749.2406111362783,454.5783343082989,122.94306581003019
2022-12-20,507.5020339404481,102.97594865395428,324.74402886253915,520.4727760275471,753.3129508066111,455.2004415644385,122.96337342470271
2022-12-21,515.6500228579848,102.97594865395428,329.4194454304399,527.9661456476254,765.4074551910593,462.0067416268687,122.98354393320628
2022-12-22,499.95230089879533,102.97594865395428,326.50576335068274,523.296337842923,742.1064702507579,455.41564982481634,123.00381141062275
2022-12-23,510.967720123709,102.97594865395428,329.2025267071297,527.6184863219437,758.4572578451682,458.0353341268589,123.02403539250078
2022-12-27,511.3638939637367,102.97594865395428,329.6483532464282,528.3330200959671,759.0453202853248,456.2290660383364,123.04482452376021
2022-12-28,495.08353043773263,102.97594865395428,325.48391554994055,521.6586050002485,734.8794886870668,450.5590518466936,123.06561716805658
2022-12-29,508.28150716314775,102.97594865395428,330.05664396330576,528.9873945692528,754.469965427631,458.66927650109625,123.08636651606875
2022-12-30,510.56508494100973,102.97594865395428,328.675351768938,526.7735740860064,757.8596044816481,457.4611781879155,123.10693204657132
2023-01-03,499.83737772627575,102.97594865395428,328.152092956679,525.9349382916827,741.935883517273,455.5352990510049,123.12796924718889
2023-01-04,516.4041997917087,102.97594865395428,332.5731957310074,533.0207148712163,766.5269211505603,459.0521616604594,123.1490568495844
