date,incumbent_weekly,ltr_weekly,monthly_reg,quintile_prob_weekly,spy_hold,cash
2024-05-31,213.7055782238477,205.46566903767885,592.7896763665497,330.6016493143104,299.60574995243803,115.80506569471626
2024-06-03,210.94849410126065,204.47621812553126,595.1785753724348,326.7289847546327,299.8500719193634,115.82862582561567
2024-06-04,211.58610786463527,203.73240281010104,595.1772454190365,327.28630815379614,300.1853068700463,115.85214707192652
2024-06-05,219.21742515362993,207.19349750787552,615.4294758078081,337.86254824445274,303.7529559851003,115.87567309468211
2024-06-06,218.35392955463738,205.35998243727812,611.1126928176872,335.67941592948887,303.7473295646406,115.89920389485235
2024-06-07,217.14706231179588,204.86183590499618,606.9658338421254,333.9434550289028,303.3780868194068,115.9227831778355
2024-06-10,218.41301126672198,205.58080768232253,610.9542440926756,336.33017392692864,304.3153843695369,115.94632354462077
2024-06-11,217.79296929085191,204.3143240057242,610.2729370658986,336.7551145421605,305.048350270313,115.96986869173351
2024-06-12,219.31432054122274,206.0779359467624,617.1690730982551,343.85086346855064,307.55370983641626,115.99341862014448
2024-06-13,222.8218713469328,207.6816869933359,640.1311245953781,343.7539981137943,308.1729009690352,116.01697333082464
